symbol,fundingRate,fundingRateTimestamp
SUPERUSDT,5e-05,2025-02-05 16:00:00+0000
SUPERUSDT,5e-05,2025-02-05 20:00:00+0000
SUPERUSDT,5e-05,2025-02-06 00:00:00+0000
SUPERUSDT,5e-05,2025-02-06 04:00:00+0000
SUPERUSDT,-1.17e-05,2025-02-06 08:00:00+0000
SUPERUSDT,5e-05,2025-02-06 12:00:00+0000
SUPERUSDT,2.768e-05,2025-02-06 16:00:00+0000
SUPERUSDT,5e-05,2025-02-06 20:00:00+0000
SUPERUSDT,8.28e-06,2025-02-07 00:00:00+0000
SUPERUSDT,5e-05,2025-02-07 04:00:00+0000
SUPERUSDT,-8.72e-06,2025-02-07 08:00:00+0000
SUPERUSDT,5e-05,2025-02-07 12:00:00+0000
SUPERUSDT,5e-05,2025-02-07 16:00:00+0000
SUPERUSDT,5e-05,2025-02-07 20:00:00+0000
SUPERUSDT,5e-05,2025-02-08 00:00:00+0000
SUPERUSDT,5e-05,2025-02-08 04:00:00+0000
SUPERUSDT,1.567e-05,2025-02-08 08:00:00+0000
SUPERUSDT,5e-05,2025-02-08 12:00:00+0000
SUPERUSDT,5e-05,2025-02-08 16:00:00+0000
SUPERUSDT,5e-05,2025-02-08 20:00:00+0000
SUPERUSDT,5e-05,2025-02-09 00:00:00+0000
SUPERUSDT,5e-05,2025-02-09 04:00:00+0000
SUPERUSDT,5e-05,2025-02-09 08:00:00+0000
SUPERUSDT,5e-05,2025-02-09 12:00:00+0000
SUPERUSDT,5e-05,2025-02-09 16:00:00+0000
SUPERUSDT,5e-05,2025-02-09 20:00:00+0000
SUPERUSDT,5e-05,2025-02-10 00:00:00+0000
SUPERUSDT,5e-05,2025-02-10 04:00:00+0000
SUPERUSDT,5e-05,2025-02-10 08:00:00+0000
SUPERUSDT,5e-05,2025-02-10 12:00:00+0000
SUPERUSDT,5e-05,2025-02-10 16:00:00+0000
SUPERUSDT,5e-05,2025-02-10 20:00:00+0000
SUPERUSDT,5e-05,2025-02-11 00:00:00+0000
SUPERUSDT,5e-05,2025-02-11 04:00:00+0000
SUPERUSDT,5e-05,2025-02-11 08:00:00+0000
SUPERUSDT,5e-05,2025-02-11 12:00:00+0000
SUPERUSDT,5e-05,2025-02-11 16:00:00+0000
SUPERUSDT,5e-05,2025-02-11 20:00:00+0000
SUPERUSDT,5e-05,2025-02-12 00:00:00+0000
SUPERUSDT,5e-05,2025-02-12 04:00:00+0000
SUPERUSDT,5e-05,2025-02-12 08:00:00+0000
SUPERUSDT,5e-05,2025-02-12 12:00:00+0000
SUPERUSDT,5e-05,2025-02-12 16:00:00+0000
SUPERUSDT,5e-05,2025-02-12 20:00:00+0000
SUPERUSDT,5e-05,2025-02-13 00:00:00+0000
SUPERUSDT,5e-05,2025-02-13 04:00:00+0000
SUPERUSDT,5e-05,2025-02-13 08:00:00+0000
SUPERUSDT,5e-05,2025-02-13 12:00:00+0000
SUPERUSDT,5e-05,2025-02-13 16:00:00+0000
SUPERUSDT,5e-05,2025-02-13 20:00:00+0000
SUPERUSDT,5e-05,2025-02-14 00:00:00+0000
SUPERUSDT,5e-05,2025-02-14 04:00:00+0000
SUPERUSDT,5e-05,2025-02-14 08:00:00+0000
SUPERUSDT,5e-05,2025-02-14 12:00:00+0000
SUPERUSDT,5e-05,2025-02-14 16:00:00+0000
SUPERUSDT,5e-05,2025-02-14 20:00:00+0000
SUPERUSDT,5e-05,2025-02-15 00:00:00+0000
SUPERUSDT,5e-05,2025-02-15 04:00:00+0000
SUPERUSDT,5e-05,2025-02-15 08:00:00+0000
SUPERUSDT,5e-05,2025-02-15 12:00:00+0000
SUPERUSDT,5e-05,2025-02-15 16:00:00+0000
SUPERUSDT,5e-05,2025-02-15 20:00:00+0000
SUPERUSDT,5e-05,2025-02-16 00:00:00+0000
SUPERUSDT,5e-05,2025-02-16 04:00:00+0000
SUPERUSDT,5e-05,2025-02-16 08:00:00+0000
SUPERUSDT,5e-05,2025-02-16 12:00:00+0000
SUPERUSDT,5e-05,2025-02-16 16:00:00+0000
SUPERUSDT,-0.00013798,2025-02-16 20:00:00+0000
SUPERUSDT,5e-05,2025-02-17 00:00:00+0000
SUPERUSDT,5e-05,2025-02-17 04:00:00+0000
SUPERUSDT,4.387e-05,2025-02-17 08:00:00+0000
SUPERUSDT,5e-05,2025-02-17 12:00:00+0000
SUPERUSDT,5e-05,2025-02-17 16:00:00+0000
SUPERUSDT,5e-05,2025-02-17 20:00:00+0000
SUPERUSDT,5e-05,2025-02-18 00:00:00+0000
SUPERUSDT,5e-05,2025-02-18 04:00:00+0000
SUPERUSDT,5e-05,2025-02-18 08:00:00+0000
SUPERUSDT,5e-05,2025-02-18 12:00:00+0000
SUPERUSDT,5e-05,2025-02-18 16:00:00+0000
SUPERUSDT,5e-05,2025-02-18 20:00:00+0000
SUPERUSDT,5e-05,2025-02-19 00:00:00+0000
SUPERUSDT,5e-05,2025-02-19 04:00:00+0000
SUPERUSDT,3.949e-05,2025-02-19 08:00:00+0000
SUPERUSDT,5e-05,2025-02-19 12:00:00+0000
SUPERUSDT,5e-05,2025-02-19 16:00:00+0000
SUPERUSDT,5e-05,2025-02-19 20:00:00+0000
SUPERUSDT,5e-05,2025-02-20 00:00:00+0000
SUPERUSDT,5e-05,2025-02-20 04:00:00+0000
SUPERUSDT,1.027e-05,2025-02-20 08:00:00+0000
SUPERUSDT,5e-05,2025-02-20 12:00:00+0000
SUPERUSDT,5e-05,2025-02-20 16:00:00+0000
SUPERUSDT,5e-05,2025-02-20 20:00:00+0000
SUPERUSDT,5e-05,2025-02-21 00:00:00+0000
SUPERUSDT,5e-05,2025-02-21 04:00:00+0000
SUPERUSDT,5e-05,2025-02-21 08:00:00+0000
SUPERUSDT,5e-05,2025-02-21 12:00:00+0000
SUPERUSDT,5e-05,2025-02-21 16:00:00+0000
SUPERUSDT,5e-05,2025-02-21 20:00:00+0000
SUPERUSDT,5e-05,2025-02-22 00:00:00+0000
SUPERUSDT,5e-05,2025-02-22 04:00:00+0000
SUPERUSDT,5e-05,2025-02-22 08:00:00+0000
SUPERUSDT,5e-05,2025-02-22 12:00:00+0000
SUPERUSDT,5e-05,2025-02-22 16:00:00+0000
SUPERUSDT,5e-05,2025-02-22 20:00:00+0000
SUPERUSDT,5e-05,2025-02-23 00:00:00+0000
SUPERUSDT,5e-05,2025-02-23 04:00:00+0000
SUPERUSDT,5e-05,2025-02-23 08:00:00+0000
SUPERUSDT,0.00020757,2025-02-23 12:00:00+0000
SUPERUSDT,0.00011321,2025-02-23 16:00:00+0000
SUPERUSDT,0.00013824,2025-02-23 20:00:00+0000
SUPERUSDT,5e-05,2025-02-24 00:00:00+0000
SUPERUSDT,5e-05,2025-02-24 04:00:00+0000
SUPERUSDT,5e-05,2025-02-24 08:00:00+0000
SUPERUSDT,5e-05,2025-02-24 12:00:00+0000
SUPERUSDT,5e-05,2025-02-24 16:00:00+0000
SUPERUSDT,5e-05,2025-02-24 20:00:00+0000
SUPERUSDT,5e-05,2025-02-25 00:00:00+0000
SUPERUSDT,5e-05,2025-02-25 04:00:00+0000
SUPERUSDT,5e-05,2025-02-25 08:00:00+0000
SUPERUSDT,5e-05,2025-02-25 12:00:00+0000
SUPERUSDT,5e-05,2025-02-25 16:00:00+0000
SUPERUSDT,5e-05,2025-02-25 20:00:00+0000
SUPERUSDT,5e-05,2025-02-26 00:00:00+0000
SUPERUSDT,5e-05,2025-02-26 04:00:00+0000
SUPERUSDT,5e-05,2025-02-26 08:00:00+0000
SUPERUSDT,5e-05,2025-02-26 12:00:00+0000
SUPERUSDT,5e-05,2025-02-26 16:00:00+0000
SUPERUSDT,5e-05,2025-02-26 20:00:00+0000
SUPERUSDT,5e-05,2025-02-27 00:00:00+0000
SUPERUSDT,5e-05,2025-02-27 04:00:00+0000
SUPERUSDT,5e-05,2025-02-27 08:00:00+0000
SUPERUSDT,5e-05,2025-02-27 12:00:00+0000
SUPERUSDT,5e-05,2025-02-27 16:00:00+0000
SUPERUSDT,5e-05,2025-02-27 20:00:00+0000
SUPERUSDT,5e-05,2025-02-28 00:00:00+0000
SUPERUSDT,5e-05,2025-02-28 04:00:00+0000
SUPERUSDT,5e-05,2025-02-28 08:00:00+0000
SUPERUSDT,5e-05,2025-02-28 12:00:00+0000
SUPERUSDT,5e-05,2025-02-28 16:00:00+0000
SUPERUSDT,5e-05,2025-02-28 20:00:00+0000
SUPERUSDT,5e-05,2025-03-01 00:00:00+0000
SUPERUSDT,5e-05,2025-03-01 04:00:00+0000
SUPERUSDT,5e-05,2025-03-01 08:00:00+0000
SUPERUSDT,5e-05,2025-03-01 12:00:00+0000
SUPERUSDT,5e-05,2025-03-01 16:00:00+0000
SUPERUSDT,5e-05,2025-03-01 20:00:00+0000
SUPERUSDT,5e-05,2025-03-02 00:00:00+0000
SUPERUSDT,5e-05,2025-03-02 04:00:00+0000
SUPERUSDT,5e-05,2025-03-02 08:00:00+0000
SUPERUSDT,5e-05,2025-03-02 12:00:00+0000
SUPERUSDT,5e-05,2025-03-02 16:00:00+0000
SUPERUSDT,5e-05,2025-03-02 20:00:00+0000
SUPERUSDT,5e-05,2025-03-03 00:00:00+0000
SUPERUSDT,5e-05,2025-03-03 04:00:00+0000
SUPERUSDT,5e-05,2025-03-03 08:00:00+0000
SUPERUSDT,5e-05,2025-03-03 12:00:00+0000
SUPERUSDT,5e-05,2025-03-03 16:00:00+0000
SUPERUSDT,5e-05,2025-03-03 20:00:00+0000
SUPERUSDT,5e-05,2025-03-04 00:00:00+0000
SUPERUSDT,5e-05,2025-03-04 04:00:00+0000
SUPERUSDT,5e-05,2025-03-04 08:00:00+0000
SUPERUSDT,5e-05,2025-03-04 12:00:00+0000
SUPERUSDT,5e-05,2025-03-04 16:00:00+0000
SUPERUSDT,-5.119e-05,2025-03-04 20:00:00+0000
SUPERUSDT,5e-05,2025-03-05 00:00:00+0000
SUPERUSDT,5e-05,2025-03-05 04:00:00+0000
SUPERUSDT,5e-05,2025-03-05 08:00:00+0000
SUPERUSDT,-0.00018818,2025-03-05 12:00:00+0000
SUPERUSDT,5e-05,2025-03-05 16:00:00+0000
SUPERUSDT,-1.697e-05,2025-03-05 20:00:00+0000
SUPERUSDT,5e-05,2025-03-06 00:00:00+0000
SUPERUSDT,-1.82e-05,2025-03-06 04:00:00+0000
SUPERUSDT,-0.00013017,2025-03-06 08:00:00+0000
SUPERUSDT,-0.0002523,2025-03-06 12:00:00+0000
SUPERUSDT,5e-05,2025-03-06 16:00:00+0000
SUPERUSDT,5e-05,2025-03-06 20:00:00+0000
SUPERUSDT,5e-05,2025-03-07 00:00:00+0000
SUPERUSDT,5e-05,2025-03-07 04:00:00+0000
SUPERUSDT,5e-05,2025-03-07 08:00:00+0000
SUPERUSDT,5e-05,2025-03-07 12:00:00+0000
SUPERUSDT,5e-05,2025-03-07 16:00:00+0000
SUPERUSDT,5e-05,2025-03-07 20:00:00+0000
SUPERUSDT,5e-05,2025-03-08 00:00:00+0000
SUPERUSDT,5e-05,2025-03-08 04:00:00+0000
SUPERUSDT,4.135e-05,2025-03-08 08:00:00+0000
SUPERUSDT,5e-05,2025-03-08 12:00:00+0000
SUPERUSDT,-9.902e-05,2025-03-08 16:00:00+0000
SUPERUSDT,5e-05,2025-03-08 20:00:00+0000
SUPERUSDT,5e-05,2025-03-09 00:00:00+0000
SUPERUSDT,5e-05,2025-03-09 04:00:00+0000
SUPERUSDT,5e-05,2025-03-09 08:00:00+0000
SUPERUSDT,2.707e-05,2025-03-09 12:00:00+0000
SUPERUSDT,5e-05,2025-03-09 16:00:00+0000
SUPERUSDT,-4.456e-05,2025-03-09 20:00:00+0000
SUPERUSDT,-3.272e-05,2025-03-10 00:00:00+0000
SUPERUSDT,5e-05,2025-03-10 04:00:00+0000
SUPERUSDT,5e-05,2025-03-10 08:00:00+0000
SUPERUSDT,5e-05,2025-03-10 12:00:00+0000
SUPERUSDT,5e-05,2025-03-10 16:00:00+0000
SUPERUSDT,5e-05,2025-03-10 20:00:00+0000
SUPERUSDT,5e-05,2025-03-11 00:00:00+0000
SUPERUSDT,5e-05,2025-03-11 04:00:00+0000
SUPERUSDT,5e-05,2025-03-11 08:00:00+0000
SUPERUSDT,5e-05,2025-03-11 12:00:00+0000
SUPERUSDT,-0.00010325,2025-03-11 16:00:00+0000
SUPERUSDT,5e-05,2025-03-11 20:00:00+0000
SUPERUSDT,-5.146e-05,2025-03-12 00:00:00+0000
SUPERUSDT,3.292e-05,2025-03-12 04:00:00+0000
SUPERUSDT,3.038e-05,2025-03-12 08:00:00+0000
SUPERUSDT,-0.00028449,2025-03-12 12:00:00+0000
SUPERUSDT,-0.00023357,2025-03-12 16:00:00+0000
SUPERUSDT,8.97e-06,2025-03-12 20:00:00+0000
SUPERUSDT,5e-05,2025-03-13 00:00:00+0000
SUPERUSDT,-0.00022347,2025-03-13 04:00:00+0000
SUPERUSDT,-0.00025253,2025-03-13 08:00:00+0000
SUPERUSDT,9.59e-06,2025-03-13 12:00:00+0000
SUPERUSDT,5e-05,2025-03-13 16:00:00+0000
SUPERUSDT,5e-05,2025-03-13 20:00:00+0000
SUPERUSDT,5e-05,2025-03-14 00:00:00+0000
SUPERUSDT,5e-05,2025-03-14 04:00:00+0000
SUPERUSDT,5e-05,2025-03-14 08:00:00+0000
SUPERUSDT,5e-05,2025-03-14 12:00:00+0000
SUPERUSDT,5e-05,2025-03-14 16:00:00+0000
SUPERUSDT,5e-05,2025-03-14 20:00:00+0000
SUPERUSDT,5e-05,2025-03-15 00:00:00+0000
SUPERUSDT,5e-05,2025-03-15 04:00:00+0000
SUPERUSDT,5e-05,2025-03-15 08:00:00+0000
SUPERUSDT,5e-05,2025-03-15 12:00:00+0000
SUPERUSDT,5e-05,2025-03-15 16:00:00+0000
SUPERUSDT,2.432e-05,2025-03-15 20:00:00+0000
SUPERUSDT,5e-05,2025-03-16 00:00:00+0000
SUPERUSDT,5e-05,2025-03-16 04:00:00+0000
SUPERUSDT,5e-05,2025-03-16 08:00:00+0000
SUPERUSDT,5e-05,2025-03-16 12:00:00+0000
SUPERUSDT,5e-05,2025-03-16 16:00:00+0000
SUPERUSDT,5e-05,2025-03-16 20:00:00+0000
SUPERUSDT,5e-05,2025-03-17 00:00:00+0000
SUPERUSDT,5e-05,2025-03-17 04:00:00+0000
SUPERUSDT,5e-05,2025-03-17 08:00:00+0000
SUPERUSDT,5e-05,2025-03-17 12:00:00+0000
SUPERUSDT,5e-05,2025-03-17 16:00:00+0000
SUPERUSDT,5e-05,2025-03-17 20:00:00+0000
SUPERUSDT,5e-05,2025-03-18 00:00:00+0000
SUPERUSDT,5e-05,2025-03-18 04:00:00+0000
SUPERUSDT,5e-05,2025-03-18 08:00:00+0000
SUPERUSDT,5e-05,2025-03-18 12:00:00+0000
SUPERUSDT,5e-05,2025-03-18 16:00:00+0000
SUPERUSDT,5e-05,2025-03-18 20:00:00+0000
SUPERUSDT,5e-05,2025-03-19 00:00:00+0000
SUPERUSDT,5e-05,2025-03-19 04:00:00+0000
SUPERUSDT,5e-05,2025-03-19 08:00:00+0000
SUPERUSDT,5e-05,2025-03-19 12:00:00+0000
SUPERUSDT,5e-05,2025-03-19 16:00:00+0000
SUPERUSDT,5e-05,2025-03-19 20:00:00+0000
SUPERUSDT,5e-05,2025-03-20 00:00:00+0000
SUPERUSDT,5e-05,2025-03-20 04:00:00+0000
SUPERUSDT,5e-05,2025-03-20 08:00:00+0000
SUPERUSDT,5e-05,2025-03-20 12:00:00+0000
SUPERUSDT,5e-05,2025-03-20 16:00:00+0000
SUPERUSDT,5e-05,2025-03-20 20:00:00+0000
SUPERUSDT,5e-05,2025-03-21 00:00:00+0000
SUPERUSDT,5e-05,2025-03-21 04:00:00+0000
SUPERUSDT,5e-05,2025-03-21 08:00:00+0000
SUPERUSDT,5e-05,2025-03-21 12:00:00+0000
SUPERUSDT,5e-05,2025-03-21 16:00:00+0000
SUPERUSDT,5e-05,2025-03-21 20:00:00+0000
SUPERUSDT,5e-05,2025-03-22 00:00:00+0000
SUPERUSDT,5e-05,2025-03-22 04:00:00+0000
SUPERUSDT,5e-05,2025-03-22 08:00:00+0000
SUPERUSDT,5e-05,2025-03-22 12:00:00+0000
SUPERUSDT,5e-05,2025-03-22 16:00:00+0000
SUPERUSDT,5e-05,2025-03-22 20:00:00+0000
SUPERUSDT,5e-05,2025-03-23 00:00:00+0000
SUPERUSDT,5e-05,2025-03-23 04:00:00+0000
SUPERUSDT,5e-05,2025-03-23 08:00:00+0000
SUPERUSDT,5e-05,2025-03-23 12:00:00+0000
SUPERUSDT,5e-05,2025-03-23 16:00:00+0000
SUPERUSDT,5e-05,2025-03-23 20:00:00+0000
SUPERUSDT,5e-05,2025-03-24 00:00:00+0000
SUPERUSDT,5e-05,2025-03-24 04:00:00+0000
SUPERUSDT,5e-05,2025-03-24 08:00:00+0000
SUPERUSDT,5e-05,2025-03-24 12:00:00+0000
SUPERUSDT,-3.514e-05,2025-03-24 16:00:00+0000
SUPERUSDT,5e-05,2025-03-24 20:00:00+0000
SUPERUSDT,5e-05,2025-03-25 00:00:00+0000
SUPERUSDT,5e-05,2025-03-25 04:00:00+0000
SUPERUSDT,5e-05,2025-03-25 08:00:00+0000
SUPERUSDT,-6.714e-05,2025-03-25 12:00:00+0000
SUPERUSDT,5e-05,2025-03-25 16:00:00+0000
SUPERUSDT,5e-05,2025-03-25 20:00:00+0000
SUPERUSDT,5e-05,2025-03-26 00:00:00+0000
SUPERUSDT,-0.0004461,2025-03-26 04:00:00+0000
SUPERUSDT,-0.00018891,2025-03-26 08:00:00+0000
SUPERUSDT,-0.00025459,2025-03-26 12:00:00+0000
SUPERUSDT,-0.00123885,2025-03-26 16:00:00+0000
SUPERUSDT,-6.183e-05,2025-03-26 20:00:00+0000
SUPERUSDT,5e-05,2025-03-27 00:00:00+0000
SUPERUSDT,5e-05,2025-03-27 04:00:00+0000
SUPERUSDT,2.361e-05,2025-03-27 08:00:00+0000
SUPERUSDT,5e-05,2025-03-27 12:00:00+0000
SUPERUSDT,5e-05,2025-03-27 16:00:00+0000
SUPERUSDT,5e-05,2025-03-27 20:00:00+0000
SUPERUSDT,5e-05,2025-03-28 00:00:00+0000
SUPERUSDT,5e-05,2025-03-28 04:00:00+0000
SUPERUSDT,5e-05,2025-03-28 08:00:00+0000
SUPERUSDT,5e-05,2025-03-28 12:00:00+0000
SUPERUSDT,5e-05,2025-03-28 16:00:00+0000
SUPERUSDT,5e-05,2025-03-28 20:00:00+0000
SUPERUSDT,5e-05,2025-03-29 00:00:00+0000
SUPERUSDT,5e-05,2025-03-29 04:00:00+0000
SUPERUSDT,-0.00020129,2025-03-29 08:00:00+0000
SUPERUSDT,5e-05,2025-03-29 12:00:00+0000
SUPERUSDT,5e-05,2025-03-29 16:00:00+0000
SUPERUSDT,5e-05,2025-03-29 20:00:00+0000
SUPERUSDT,5e-05,2025-03-30 00:00:00+0000
SUPERUSDT,5e-05,2025-03-30 04:00:00+0000
SUPERUSDT,5e-05,2025-03-30 08:00:00+0000
SUPERUSDT,5e-05,2025-03-30 12:00:00+0000
SUPERUSDT,5e-05,2025-03-30 16:00:00+0000
SUPERUSDT,5e-05,2025-03-30 20:00:00+0000
SUPERUSDT,5e-05,2025-03-31 00:00:00+0000
SUPERUSDT,5e-05,2025-03-31 04:00:00+0000
SUPERUSDT,5e-05,2025-03-31 08:00:00+0000
SUPERUSDT,5e-05,2025-03-31 12:00:00+0000
SUPERUSDT,2.067e-05,2025-03-31 16:00:00+0000
SUPERUSDT,5e-05,2025-03-31 20:00:00+0000
SUPERUSDT,5e-05,2025-04-01 00:00:00+0000
SUPERUSDT,5e-05,2025-04-01 04:00:00+0000
SUPERUSDT,5e-05,2025-04-01 08:00:00+0000
SUPERUSDT,5e-05,2025-04-01 12:00:00+0000
SUPERUSDT,-2.935e-05,2025-04-01 16:00:00+0000
SUPERUSDT,5e-05,2025-04-01 20:00:00+0000
SUPERUSDT,4.885e-05,2025-04-02 00:00:00+0000
SUPERUSDT,5e-05,2025-04-02 04:00:00+0000
SUPERUSDT,5e-05,2025-04-02 08:00:00+0000
SUPERUSDT,5e-05,2025-04-02 12:00:00+0000
SUPERUSDT,5e-05,2025-04-02 16:00:00+0000
SUPERUSDT,5e-05,2025-04-02 20:00:00+0000
SUPERUSDT,5e-05,2025-04-03 00:00:00+0000
SUPERUSDT,5e-05,2025-04-03 04:00:00+0000
SUPERUSDT,5e-05,2025-04-03 08:00:00+0000
SUPERUSDT,5e-05,2025-04-03 12:00:00+0000
SUPERUSDT,-2.615e-05,2025-04-03 16:00:00+0000
SUPERUSDT,-0.0001678,2025-04-03 20:00:00+0000
SUPERUSDT,-0.00016842,2025-04-04 00:00:00+0000
SUPERUSDT,-7.676e-05,2025-04-04 04:00:00+0000
SUPERUSDT,-2.486e-05,2025-04-04 08:00:00+0000
SUPERUSDT,-0.00010191,2025-04-04 12:00:00+0000
SUPERUSDT,-0.00010054,2025-04-04 16:00:00+0000
SUPERUSDT,5e-05,2025-04-04 20:00:00+0000
SUPERUSDT,5e-05,2025-04-05 00:00:00+0000
SUPERUSDT,5e-05,2025-04-05 04:00:00+0000
SUPERUSDT,5e-05,2025-04-05 08:00:00+0000
SUPERUSDT,5e-05,2025-04-05 12:00:00+0000
SUPERUSDT,5e-05,2025-04-05 16:00:00+0000
SUPERUSDT,5e-05,2025-04-05 20:00:00+0000
SUPERUSDT,5e-05,2025-04-06 00:00:00+0000
SUPERUSDT,5e-05,2025-04-06 04:00:00+0000
SUPERUSDT,5e-05,2025-04-06 08:00:00+0000
SUPERUSDT,5e-05,2025-04-06 12:00:00+0000
SUPERUSDT,5e-05,2025-04-06 16:00:00+0000
SUPERUSDT,5e-05,2025-04-06 20:00:00+0000
SUPERUSDT,5e-05,2025-04-07 00:00:00+0000
SUPERUSDT,5e-05,2025-04-07 04:00:00+0000
SUPERUSDT,5e-05,2025-04-07 08:00:00+0000
SUPERUSDT,5e-05,2025-04-07 12:00:00+0000
SUPERUSDT,1.981e-05,2025-04-07 16:00:00+0000
SUPERUSDT,5e-05,2025-04-07 20:00:00+0000
SUPERUSDT,4.902e-05,2025-04-08 00:00:00+0000
SUPERUSDT,5e-05,2025-04-08 04:00:00+0000
SUPERUSDT,-0.00018551,2025-04-08 08:00:00+0000
SUPERUSDT,-0.00017842,2025-04-08 12:00:00+0000
SUPERUSDT,-0.00010845,2025-04-08 16:00:00+0000
SUPERUSDT,5e-05,2025-04-08 20:00:00+0000
SUPERUSDT,5e-05,2025-04-09 00:00:00+0000
SUPERUSDT,-2.505e-05,2025-04-09 04:00:00+0000
SUPERUSDT,-5.765e-05,2025-04-09 08:00:00+0000
SUPERUSDT,5e-05,2025-04-09 12:00:00+0000
SUPERUSDT,5e-05,2025-04-09 16:00:00+0000
SUPERUSDT,-0.00020927,2025-04-09 20:00:00+0000
SUPERUSDT,-7.748e-05,2025-04-10 00:00:00+0000
SUPERUSDT,-0.00063104,2025-04-10 04:00:00+0000
SUPERUSDT,-0.00061822,2025-04-10 08:00:00+0000
SUPERUSDT,-0.00160781,2025-04-10 12:00:00+0000
SUPERUSDT,-0.00087567,2025-04-10 16:00:00+0000
SUPERUSDT,1.57e-06,2025-04-10 20:00:00+0000
SUPERUSDT,-0.00063263,2025-04-11 00:00:00+0000
SUPERUSDT,-0.00054212,2025-04-11 04:00:00+0000
SUPERUSDT,-0.00065208,2025-04-11 08:00:00+0000
SUPERUSDT,-0.00025545,2025-04-11 12:00:00+0000
SUPERUSDT,-5.096e-05,2025-04-11 16:00:00+0000
SUPERUSDT,-0.0004027,2025-04-11 20:00:00+0000
SUPERUSDT,-0.00038315,2025-04-12 00:00:00+0000
SUPERUSDT,-0.00044179,2025-04-12 04:00:00+0000
SUPERUSDT,-0.00054328,2025-04-12 08:00:00+0000
SUPERUSDT,-0.00030119,2025-04-12 12:00:00+0000
SUPERUSDT,-5.458e-05,2025-04-12 16:00:00+0000
SUPERUSDT,-0.0001687,2025-04-12 20:00:00+0000
SUPERUSDT,-0.00014503,2025-04-13 00:00:00+0000
SUPERUSDT,-0.00018118,2025-04-13 04:00:00+0000
SUPERUSDT,-2.37e-06,2025-04-13 08:00:00+0000
SUPERUSDT,-0.00010348,2025-04-13 12:00:00+0000
SUPERUSDT,2.98e-05,2025-04-13 16:00:00+0000
SUPERUSDT,-0.00010502,2025-04-13 20:00:00+0000
SUPERUSDT,-0.00021515,2025-04-14 00:00:00+0000
SUPERUSDT,-0.00046769,2025-04-14 04:00:00+0000
SUPERUSDT,-0.00025155,2025-04-14 08:00:00+0000
SUPERUSDT,-9.111e-05,2025-04-14 12:00:00+0000
SUPERUSDT,5e-05,2025-04-14 16:00:00+0000
SUPERUSDT,-6.865e-05,2025-04-14 20:00:00+0000
SUPERUSDT,5e-05,2025-04-15 00:00:00+0000
SUPERUSDT,1.05e-05,2025-04-15 04:00:00+0000
SUPERUSDT,5e-05,2025-04-15 08:00:00+0000
SUPERUSDT,5e-05,2025-04-15 12:00:00+0000
SUPERUSDT,5e-05,2025-04-15 16:00:00+0000
SUPERUSDT,5e-05,2025-04-15 20:00:00+0000
SUPERUSDT,5e-05,2025-04-16 00:00:00+0000
SUPERUSDT,5e-05,2025-04-16 04:00:00+0000
SUPERUSDT,5e-05,2025-04-16 08:00:00+0000
SUPERUSDT,5e-05,2025-04-16 12:00:00+0000
SUPERUSDT,5e-05,2025-04-16 16:00:00+0000
SUPERUSDT,5e-05,2025-04-16 20:00:00+0000
SUPERUSDT,5e-05,2025-04-17 00:00:00+0000
SUPERUSDT,5e-05,2025-04-17 04:00:00+0000
SUPERUSDT,5e-05,2025-04-17 08:00:00+0000
SUPERUSDT,5e-05,2025-04-17 12:00:00+0000
SUPERUSDT,2.528e-05,2025-04-17 16:00:00+0000
SUPERUSDT,5e-05,2025-04-17 20:00:00+0000
SUPERUSDT,5e-05,2025-04-18 00:00:00+0000
SUPERUSDT,5e-05,2025-04-18 04:00:00+0000
SUPERUSDT,5e-05,2025-04-18 08:00:00+0000
SUPERUSDT,5e-05,2025-04-18 12:00:00+0000
SUPERUSDT,5e-05,2025-04-18 16:00:00+0000
SUPERUSDT,8.62e-06,2025-04-18 20:00:00+0000
SUPERUSDT,5e-05,2025-04-19 00:00:00+0000
SUPERUSDT,5e-05,2025-04-19 04:00:00+0000
SUPERUSDT,5e-05,2025-04-19 08:00:00+0000
SUPERUSDT,-0.00031946,2025-04-19 12:00:00+0000
SUPERUSDT,5e-05,2025-04-19 16:00:00+0000
SUPERUSDT,5e-05,2025-04-19 20:00:00+0000
SUPERUSDT,5e-05,2025-04-20 00:00:00+0000
SUPERUSDT,-4.403e-05,2025-04-20 04:00:00+0000
SUPERUSDT,-5.863e-05,2025-04-20 08:00:00+0000
SUPERUSDT,5e-05,2025-04-20 12:00:00+0000
SUPERUSDT,5e-05,2025-04-20 16:00:00+0000
SUPERUSDT,5e-05,2025-04-20 20:00:00+0000
SUPERUSDT,5e-05,2025-04-21 00:00:00+0000
SUPERUSDT,-8.225e-05,2025-04-21 04:00:00+0000
SUPERUSDT,5e-05,2025-04-21 08:00:00+0000
SUPERUSDT,5e-05,2025-04-21 12:00:00+0000
SUPERUSDT,5e-05,2025-04-21 16:00:00+0000
SUPERUSDT,5e-05,2025-04-21 20:00:00+0000
SUPERUSDT,5e-05,2025-04-22 00:00:00+0000
SUPERUSDT,5e-05,2025-04-22 04:00:00+0000
SUPERUSDT,5e-05,2025-04-22 08:00:00+0000
SUPERUSDT,5e-05,2025-04-22 12:00:00+0000
SUPERUSDT,4.286e-05,2025-04-22 16:00:00+0000
SUPERUSDT,1.933e-05,2025-04-22 20:00:00+0000
